dex,gen,tier,is_legendary,is_mega,name,stat_total,hp,atk,def,sp_atk,sp_def,spd,type1,type2,weakness,height_m,weight_kg,p_male,capture_rate,experience,egg_steps,happiness,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,
246,2,unranked,0,0,larvitar,300,50,64,50,45,50,41,rock,ground,24.25,0.6,72,50,45,1250000,10240,35,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,
247,2,unranked,0,0,pupitar,410,70,84,70,65,70,51,rock,ground,24.25,1.2,152,50,45,1250000,10240,35,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,
248,2,ou,0,1,mega tyranitar,700,100,164,150,95,120,71,rock,dark,23,2.5,255,50,45,1250000,10240,35,2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,
248,2,ou,0,0,tyranitar,600,100,134,110,95,100,61,rock,dark,23,2,202,50,45,1250000,10240,35,2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,
249,2,uber,1,0,lugia,680,106,90,130,90,154,110,psychic,flying,20.25,5.2,216,,3,1250000,30720,0,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,
250,2,uber,1,0,ho-oh,680,106,130,90,110,154,90,fire,flying,18.5,3.8,199,,3,1250000,30720,0,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,
251,2,uu,1,0,celebi,600,100,100,100,100,100,100,psychic,grass,24,0.6,5,,45,1059860,30720,100,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,
252,3,unranked,0,0,treecko,310,40,45,35,65,55,70,grass,,21,0.5,5,88.1,45,1059860,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
253,3,unranked,0,0,grovyle,405,50,65,45,85,65,95,grass,,21,0.9,21.6,88.1,45,1059860,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
254,3,uu,0,1,mega sceptile,630,70,110,75,145,85,145,grass,dragon,23.25,1.9,55.2,88.1,45,1059860,5120,70,2,1,2,0.25,2,1,1,2,1,0.25,0.5,4,1,2,1,1,1,0.25,
254,3,bl3,0,0,sceptile,530,70,85,65,105,85,120,grass,,21,1.7,52.2,88.1,45,1059860,5120,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
255,3,unranked,0,0,torchic,310,45,60,40,70,50,45,fire,,18,0.4,2.5,88.1,45,1059860,5120,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,
256,3,pu,0,0,combusken,405,60,85,60,85,60,55,fire,fighting,18.75,0.9,19.5,88.1,45,1059860,5120,70,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,
257,3,uber,0,1,mega blaziken,630,80,160,80,130,80,100,fire,fighting,18.75,1.9,52,88.1,45,1059860,5120,70,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
257,3,uber,0,0,blaziken,530,80,120,70,110,70,80,fire,fighting,18.75,1.9,52,88.1,45,1059860,5120,70,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,
258,3,unranked,0,0,mudkip,310,50,70,50,50,50,40,water,,18,0.4,7.6,88.1,45,1059860,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
259,3,unranked,0,0,marshtomp,405,70,85,70,60,70,50,water,ground,18,0.7,28,88.1,45,1059860,5120,70,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,
260,3,uu,0,1,mega swampert,635,100,150,110,95,110,70,water,ground,18,1.9,102,88.1,45,1059860,5120,70,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
260,3,uu,0,0,swampert,535,100,110,90,85,90,60,water,ground,18,1.5,81.9,88.1,45,1059860,5120,70,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,
261,3,unranked,0,0,poochyena,220,35,55,35,30,30,35,dark,,19,0.5,13.6,50,255,1000000,3840,70,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,
262,3,pu,0,0,mightyena,420,70,90,70,60,60,70,dark,,19,1,37,50,127,1000000,3840,70,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,
263,3,unranked,0,0,zigzagoon,240,38,30,41,30,41,60,normal,,18,0.4,17.5,50,255,1000000,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
264,3,bl4,0,0,linoone,420,78,70,61,50,61,100,normal,,18,0.5,32.5,50,90,1000000,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
265,3,unranked,0,0,wurmple,195,45,45,35,20,30,20,bug,,19.5,0.3,3.6,50,255,1000000,3840,70,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,
266,3,unranked,0,0,silcoon,205,50,35,55,25,25,15,bug,,19.5,0.6,10,50,120,1000000,3840,70,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,
267,3,pu,0,0,beautifly,395,60,70,50,100,50,65,bug,flying,22,1,28.4,50,45,1000000,3840,70,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,
268,3,unranked,0,0,cascoon,205,50,35,55,25,25,15,bug,,19.5,0.7,11.5,50,120,1000000,3840,70,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,
269,3,pu,0,0,dustox,385,60,50,70,50,90,65,bug,poison,19,1.2,31.6,50,45,1000000,3840,70,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,
270,3,unranked,0,0,lotad,220,40,30,30,40,50,30,water,grass,19.25,0.5,2.6,50,255,1059860,3840,70,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,
271,3,unranked,0,0,lombre,340,60,50,50,60,70,50,water,grass,19.25,1.2,32.5,50,120,1059860,3840,70,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,
272,3,nu,0,0,ludicolo,480,80,70,70,90,100,70,water,grass,19.25,1.5,55,50,45,1059860,3840,70,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,
273,3,unranked,0,0,seedot,220,40,40,50,30,30,30,grass,,21,0.5,4,50,255,1059860,3840,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
274,3,unranked,0,0,nuzleaf,340,70,70,40,60,40,60,grass,dark,23,1,28,50,120,1059860,3840,70,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,
275,3,nu,0,0,shiftry,480,90,100,60,90,60,80,grass,dark,23,1.3,59.6,50,45,1059860,3840,70,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,
276,3,unranked,0,0,taillow,270,40,55,30,30,30,85,normal,flying,18,0.3,2.3,50,200,1059860,3840,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
277,3,nu,0,0,swellow,455,60,85,60,75,50,125,normal,flying,18,0.7,19.8,50,45,1059860,3840,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
278,3,unranked,0,0,wingull,270,40,30,30,55,30,85,water,flying,18.5,0.6,9.5,50,190,1000000,5120,70,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,
279,3,pu,0,0,pelipper,440,60,50,100,95,70,65,water,flying,18.5,1.2,28,50,45,1000000,5120,70,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,
280,3,unranked,0,0,ralts,198,28,25,25,45,35,40,psychic,fairy,18.75,0.4,6.6,50,235,1250000,5120,35,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,
281,3,unranked,0,0,kirlia,278,38,35,35,65,55,50,psychic,fairy,18.75,0.8,20.2,50,120,1250000,5120,35,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,
282,3,ou,0,1,mega gardevoir,618,68,85,65,165,135,100,psychic,fairy,18.75,1.6,48.4,50,45,1250000,5120,35,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,
282,3,uu,0,0,gardevoir,518,68,65,65,125,115,80,psychic,fairy,18.75,1.6,48.4,50,45,1250000,5120,35,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,
283,3,unranked,0,0,surskit,269,40,30,32,50,52,65,bug,water,18.5,0.5,1.7,50,200,1000000,3840,70,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,
284,3,pu,0,0,masquerain,454,70,60,62,100,82,80,bug,flying,22,0.8,3.6,50,75,1000000,3840,70,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,
285,3,unranked,0,0,shroomish,295,60,40,60,40,60,35,grass,,21,0.4,4.5,50,255,1640000,3840,70,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
286,3,ou,0,0,breloom,460,60,130,80,60,60,70,grass,fighting,23,1.2,39.2,50,90,1640000,3840,70,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,
287,3,unranked,0,0,slakoth,280,60,60,60,35,35,30,normal,,18,0.8,24,50,255,1250000,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
288,3,bl4,0,0,vigoroth,440,80,80,80,55,55,90,normal,,18,1.4,46.5,50,120,1250000,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
289,3,pu,0,0,slaking,670,150,160,100,95,65,100,normal,,18,2,130.5,50,45,1250000,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
290,3,unranked,0,0,nincada,266,31,45,90,30,30,40,bug,ground,19.5,0.5,5.5,50,255,600000,3840,70,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,
291,3,pu,0,0,ninjask,456,61,90,45,50,50,160,bug,flying,22,0.8,12,50,120,600000,3840,70,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,
292,3,pu,0,0,shedinja,236,1,90,45,30,30,40,bug,ghost,19,0.8,1.2,,45,600000,3840,70,0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,
293,3,unranked,0,0,whismur,240,64,51,23,51,23,28,normal,,18,0.6,16.3,50,190,1059860,5120,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
294,3,unranked,0,0,loudred,360,84,71,43,71,43,48,normal,,18,1,40.5,50,120,1059860,5120,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
295,3,ru,0,0,exploud,490,104,91,63,91,73,68,normal,,18,1.5,84,50,45,1059860,5120,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
296,3,unranked,0,0,makuhita,237,72,60,30,20,30,25,fighting,,19.5,1,86.4,75.4,180,1640000,5120,70,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,
297,3,nu,0,0,hariyama,474,144,120,60,40,60,50,fighting,,19.5,2.3,253.8,75.4,200,1640000,5120,70,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,
298,3,unranked,0,0,azurill,190,50,20,40,20,40,20,normal,fairy,17,0.2,2,24.6,150,800000,2560,70,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,
299,3,unranked,0,0,nosepass,375,30,45,135,45,90,30,rock,,21,1,97,50,255,1000000,5120,70,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,
300,3,unranked,0,0,skitty,260,50,45,45,35,35,50,normal,,18,0.6,11,24.6,255,800000,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
301,3,pu,0,0,delcatty,400,70,65,65,55,55,90,normal,,18,1.1,32.6,24.6,60,800000,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
302,3,uber,0,1,mega sableye,480,50,85,125,85,115,20,dark,ghost,15.5,0.5,161,50,45,1059860,6400,35,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,
302,3,bl2,0,0,sableye,380,50,75,75,65,65,50,dark,ghost,15.5,0.5,11,50,45,1059860,6400,35,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,
303,3,uber,0,1,mega mawile,480,50,105,125,55,95,50,steel,fairy,13.25,1,23.5,50,45,800000,5120,70,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,
303,3,pu,0,0,mawile,380,50,85,85,55,55,50,steel,fairy,13.25,0.6,11.5,50,45,800000,5120,70,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,
304,3,unranked,0,0,aron,330,50,70,100,40,40,30,steel,rock,19.5,0.4,60,50,180,1250000,8960,35,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,
305,3,unranked,0,0,lairon,430,60,90,140,50,50,40,steel,rock,19.5,0.9,120,50,90,1250000,8960,35,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,
306,3,uu,0,1,mega aggron,630,70,140,230,60,80,50,steel,,15,2.2,395,50,45,1250000,8960,35,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,
306,3,nu,0,0,aggron,530,70,110,180,60,60,50,steel,rock,19.5,2.1,360,50,45,1250000,8960,35,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,
307,3,unranked,0,0,meditite,280,30,40,55,40,55,60,fighting,psychic,20,0.6,11.2,50,180,1000000,5120,70,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,
308,3,ou,0,1,mega medicham,510,60,100,85,80,85,100,fighting,psychic,20,1.3,31.5,50,90,1000000,5120,70,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,
308,3,ru,0,0,medicham,410,60,60,75,60,75,80,fighting,psychic,20,1.3,31.5,50,90,1000000,5120,70,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,
309,3,unranked,0,0,electrike,295,40,45,40,65,40,65,electric,,17.5,0.6,15.2,50,120,1250000,5120,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,
310,3,ou,0,1,mega manectric,575,70,75,80,135,80,135,electric,,17.5,1.8,44,50,45,1250000,5120,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,
310,3,nu,0,0,manectric,475,70,75,60,105,60,105,electric,,17.5,1.5,40.2,50,45,1250000,5120,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,
311,3,pu,0,0,plusle,405,60,50,40,85,75,95,electric,,17.5,0.4,4.2,50,200,1000000,5120,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,
312,3,pu,0,0,minun,405,60,40,50,75,85,95,electric,,17.5,0.4,4.2,50,200,1000000,5120,70,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,
313,3,pu,0,0,volbeat,430,65,73,75,47,85,85,bug,,19.5,0.7,17.7,100,150,600000,3840,70,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,
314,3,pu,0,0,illumise,430,65,47,75,73,85,85,bug,,19.5,0.6,17.7,0,150,1640000,3840,70,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,
315,3,pu,0,0,roselia,400,50,60,45,100,80,65,grass,poison,19.25,0.3,2,50,150,1059860,5120,70,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,
316,3,unranked,0,0,gulpin,302,70,43,53,43,53,40,poison,,17.5,0.4,10.3,50,225,1640000,5120,70,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,
317,3,pu,0,0,swalot,467,100,73,83,73,83,55,poison,,17.5,1.7,80,50,75,1640000,5120,70,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,
318,3,unranked,0,0,carvanha,305,45,90,20,65,20,65,water,dark,19,0.8,20.8,50,225,1250000,5120,35,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,
319,3,uu,0,1,mega sharpedo,560,70,140,70,110,65,105,water,dark,19,2.5,130.3,50,60,1250000,5120,35,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,
319,3,bl2,0,0,sharpedo,460,70,120,40,95,40,95,water,dark,19,1.8,88.8,50,60,1250000,5120,35,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,
320,3,unranked,0,0,wailmer,400,130,70,35,70,35,60,water,,18,2,130,50,125,1640000,10240,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
321,3,pu,0,0,wailord,500,170,90,45,90,45,60,water,,18,14.5,398,50,60,1640000,10240,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
322,3,unranked,0,0,numel,305,60,60,40,65,45,35,fire,ground,18.5,0.7,24,50,255,1000000,5120,70,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,
323,3,ru,0,1,mega camerupt,560,70,120,100,145,105,20,fire,ground,18.5,2.5,320.5,50,150,1000000,5120,70,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,
323,3,pu,0,0,camerupt,460,70,100,70,105,75,40,fire,ground,18.5,1.9,220,50,150,1000000,5120,70,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,
324,3,pu,0,0,torkoal,470,70,85,140,85,70,20,fire,,18,0.5,80.4,50,90,1000000,5120,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,
325,3,unranked,0,0,spoink,330,60,25,35,70,80,60,psychic,,20,0.7,30.6,50,255,800000,5120,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
326,3,pu,0,0,grumpig,470,80,45,65,90,110,80,psychic,,20,0.9,71.5,50,60,800000,5120,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
327,3,pu,0,0,spinda,360,60,60,60,60,60,60,normal,,18,1.1,5,50,255,800000,3840,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
328,3,unranked,0,0,trapinch,290,45,100,45,45,45,10,ground,,19,0.7,15,50,255,1059860,5120,70,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,
329,3,pu,0,0,vibrava,340,50,70,50,50,50,70,ground,dragon,20.5,1.1,15.3,50,120,1059860,5120,70,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,
330,3,ru,0,0,flygon,520,80,100,80,80,80,100,ground,dragon,20.5,2,82,50,45,1059860,5120,70,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,
331,3,unranked,0,0,cacnea,335,50,85,40,85,40,35,grass,,21,0.4,51.3,50,190,1059860,5120,35,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,
332,3,pu,0,0,cacturne,475,70,115,60,115,60,55,grass,dark,23,1.3,77.4,50,60,1059860,5120,35,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,
333,3,unranked,0,0,swablu,310,45,40,60,40,75,50,normal,flying,18,0.4,1.2,50,255,600000,5120,70,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,
334,3,bl,0,1,mega altaria,590,75,110,110,110,105,80,dragon,fairy,17.5,1.5,20.6,50,45,600000,5120,70,0.5,0.5,0,0.5,2,0.5,0.5,1,1,0.5,1,2,1,2,1,1,2,0.5,
334,3,pu,0,0,altaria,490,75,70,90,70,105,80,dragon,flying,20.25,1.1,20.6,50,45,600000,5120,70,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,
335,3,nu,0,0,zangoose,458,73,115,60,60,60,90,normal,,18,1.3,40.3,50,90,600000,5120,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
336,3,pu,0,0,seviper,458,73,100,60,100,60,65,poison,,17.5,2.7,52.5,50,90,1640000,5120,70,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,
337,3,pu,0,0,lunatone,460,90,55,65,95,85,70,rock,psychic,22.5,1,168,,45,800000,6400,70,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,
338,3,pu,0,0,solrock,460,90,95,85,55,65,70,rock,psychic,22.5,1.2,154,,45,800000,6400,70,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,
339,3,unranked,0,0,barboach,288,50,48,43,46,41,60,water,ground,18,0.4,1.9,50,190,1000000,5120,70,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,
340,3,pu,0,0,whiscash,468,110,78,73,76,71,60,water,ground,18,0.9,23.6,50,75,1000000,5120,70,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,
341,3,unranked,0,0,corphish,308,43,80,65,50,35,35,water,,18,0.6,11.5,50,205,1640000,3840,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
342,3,uu,0,0,crawdaunt,468,63,120,85,90,55,55,water,dark,19,1.1,32.8,50,155,1640000,3840,70,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,
343,3,unranked,0,0,baltoy,300,40,40,55,40,70,55,ground,psychic,21,0.5,21.5,,255,1000000,5120,70,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,
344,3,nu,0,0,claydol,500,60,70,105,70,120,75,ground,psychic,21,1.5,108,,90,1000000,5120,70,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,
345,3,unranked,0,0,lileep,355,66,41,77,61,87,23,rock,grass,21,1,23.8,88.1,45,600000,7680,70,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,
346,3,nu,0,0,cradily,495,86,81,97,81,107,43,rock,grass,21,1.5,60.4,88.1,45,600000,7680,70,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,
347,3,unranked,0,0,anorith,355,45,95,50,40,50,75,rock,bug,20,0.7,12.5,88.1,45,600000,7680,70,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,
348,3,pu,0,0,armaldo,495,75,125,100,70,80,45,rock,bug,20,1.5,68.2,88.1,45,600000,7680,70,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,
349,3,unranked,0,0,feebas,200,20,15,20,10,55,80,water,,18,0.6,7.4,50,255,600000,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
350,3,uu,0,0,milotic,540,95,60,79,100,125,81,water,,18,6.2,162,50,60,600000,5120,70,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,
351,3,pu,0,0,castform,420,70,70,70,70,70,70,normal,,18,0.3,0.8,50,45,1000000,6400,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
352,3,nu,0,0,kecleon,440,60,90,70,60,120,40,normal,,18,1,22,50,200,1059860,5120,70,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,
353,3,unranked,0,0,shuppet,295,44,75,35,63,33,45,ghost,,17,0.6,2.3,50,225,800000,6400,35,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,
354,3,ru,0,1,mega banette,555,64,165,75,93,83,75,ghost,,17,1.2,13,50,45,800000,6400,35,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,
354,3,pu,0,0,banette,455,64,115,65,83,63,65,ghost,,17,1.1,12.5,50,45,800000,6400,35,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,
355,3,unranked,0,0,duskull,295,20,40,90,30,90,25,ghost,,17,0.8,15,50,190,800000,6400,35,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,
356,3,pu,0,0,dusclops,455,40,70,130,60,130,25,ghost,,17,1.6,30.6,50,90,800000,6400,35,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,
357,3,pu,0,0,tropius,460,99,68,83,72,87,51,grass,flying,22.25,2,100,50,200,1250000,6400,70,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,
358,3,pu,0,0,chimecho,455,75,50,80,95,90,65,psychic,,20,0.6,1,50,45,800000,6400,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
359,3,uu,0,1,mega absol,565,65,150,60,115,60,115,dark,,19,1.2,49,50,30,1059860,6400,35,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,
359,3,ru,0,0,absol,465,65,130,60,75,60,75,dark,,19,1.2,47,50,30,1059860,6400,35,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,
360,3,unranked,0,0,wynaut,260,95,23,48,23,48,23,psychic,,20,0.6,14,50,125,1000000,5120,70,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,
361,3,unranked,0,0,snorunt,300,50,50,50,50,50,50,ice,,21.5,0.7,16.8,50,190,1000000,5120,70,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,
362,3,ru,0,1,mega glalie,580,80,120,80,120,80,100,ice,,21.5,2.1,350.2,50,75,1000000,5120,70,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,
362,3,pu,0,0,glalie,480,80,80,80,80,80,80,ice,,21.5,1.5,256.5,50,75,1000000,5120,70,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,
363,3,unranked,0,0,spheal,290,70,40,50,55,50,25,ice,water,20.75,0.8,39.5,50,255,1059860,5120,70,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,
364,3,unranked,0,0,sealeo,410,90,60,70,75,70,45,ice,water,20.75,1.1,87.6,50,120,1059860,5120,70,1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,
